		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
101101000  246  251  247  217  276  257  248  239  8.549072 0.381750 SUCCESS  90
101101100  230  262  253  227  227  236  244  239  5.408640 0.713140 SUCCESS  91
101110000  243  237  238  240  243  237  208  254  6.613973 0.578795 SUCCESS  92
101110100  228  231  246  242  249  235  251  255  3.020217 0.933082 SUCCESS  93
101111000  248  264  256  265  228  254  250  247  5.876792 0.661031 SUCCESS  94
101111100  227  240  235  260  233  228  234  243  4.800677 0.778652 SUCCESS  95
110000000  237  251  234  214  242  223  233  240  7.200751 0.515136 SUCCESS  96
110000010  251  280  234  243  220  227  232  233 10.948087 0.204658 SUCCESS  97
110000100  232  210  239  245  230  264  237  235  8.757728 0.363144 SUCCESS  98
110001000  241  278  253  244  248  277  267  223 13.986839 0.082109 SUCCESS  99
110001010  279  232  259  251  268  228  214  251 14.475115 0.070192 SUCCESS 100
110010000  243  227  215  268  217  225  237  243 12.143887 0.144899 SUCCESS 101
110010010  254  239  237  233  265  234  241  241  3.627120 0.889103 SUCCESS 102
110010100  252  258  242  236  216  274  238  247  8.703710 0.367904 SUCCESS 103
110011000  259  234  233  253  230  223  272  240  8.329824 0.401933 SUCCESS 104
110011010  260  207  273  248  261  245  217  236 15.109556 0.057050 SUCCESS 105
110100000  252  214  256  283  277  260  238  244 16.913319 0.031024 SUCCESS 106
110100010  236  261  243  231  242  232  232  239  3.597463 0.891495 SUCCESS 107
110100100  240  266  246  273  260  233  241  242  7.299254 0.504716 SUCCESS 108
110101000  276  219  227  235  221  247  242  249 10.994690 0.202000 SUCCESS 109
110101010  259  233  247  237  234  263  219  260  7.397757 0.494387 SUCCESS 110
110101100  238  210  278  216  249  240  237  232 14.316240 0.073886 SUCCESS 111
110110000  221  236  238  216  223  258  288  263 18.426870 0.018244 SUCCESS 112
110110010  220  261  241  247  243  266  218  247  8.707947 0.367529 SUCCESS 113
110110100  238  263  271  228  258  268  228  243 10.167480 0.253467 SUCCESS 114
110111000  229  255  255  244  244  260  230  245  3.887675 0.867113 SUCCESS 115
110111010  238  249  233  244  249  230  262  257  3.785995 0.875897 SUCCESS 116
110111100  257  281  253  249  234  242  232  253  8.307582 0.404016 SUCCESS 117
111000000  252  248  242  215  233  226  234  230  7.135083 0.522131 SUCCESS 118
111000010  245  226  253  232  242  251  237  249  2.886762 0.941261 SUCCESS 119
111000100  267  270  266  250  220  274  255  231 14.704954 0.065143 SUCCESS 120
111000110  224  238  227  268  230  253  252  269  9.595530 0.294569 SUCCESS 121
111001000  243  257  198  260  241  242  251  232 11.672557 0.166422 SUCCESS 122
111001010  268  245  239  235  266  252  255  255  6.174418 0.627702 SUCCESS 123
111001100  237  238  235  247  235  244  273  259  5.584462 0.693665 SUCCESS 124
111010000  236  227  244  284  260  255  237  233 10.566786 0.227474 SUCCESS 125
111010010  242  268  257  256  259  223  238  244  6.720948 0.567018 SUCCESS 126
111010100  273  220  220  246  220  222  243  232 13.646846 0.091447 SUCCESS 127
111010110  248  234  272  239  245  243  272  239  7.313023 0.503267 SUCCESS 128
111011000  234  256  248  229  262  247  276  275 11.796480 0.160518 SUCCESS 129
111011010  252  238  272  258  244  268  245  252  7.210284 0.514124 SUCCESS 130
111011100  214  228  244  251  248  248  271  225  9.883623 0.273289 SUCCESS 131
111100000  264  282  219  224  232  242  256  234 13.815254 0.086710 SUCCESS 132
111100010  278  259  265  259  227  255  242  227 11.587824 0.170563 SUCCESS 133
111100100  243  249  218  248  242  231  242  236  4.109041 0.847154 SUCCESS 134
111100110  243  245  244  246  237  248  250  234  0.882816 0.998886 SUCCESS 135
111101000  239  273  248  280  264  258  234  254 12.496590 0.130384 SUCCESS 136
111101010  248  226  222  247  229  226  240  250  6.143702 0.631139 SUCCESS 137
111101100  248  249  236  238  245  241  267  256  3.461890 0.902127 SUCCESS 138
111101110  221  202  224  242  253  255  280  243 17.811493 0.022685 SUCCESS 139
111110000  261  264  252  213  233  242  257  247  8.527889 0.383672 SUCCESS 140
111110010  245  241  234  249  277  200  214  247 17.287205 0.027254 SUCCESS 141
111110100  217  275  242  266  248  236  209  266 16.799988 0.032260 SUCCESS 142
111110110  240  253  244  242  243  260  243  247  1.538441 0.992051 SUCCESS 143
111111000  304  257  228  239  225  251  241  224 20.610873 0.008256 FAILURE 144
111111010  247  253  226  273  243  235  221  235  8.269452 0.407602 SUCCESS 145
111111100  245  274  224  232  250  234  250  227  8.092571 0.424480 SUCCESS 146
111111110  236  271  227  251  259  220  248  259  9.186691 0.326793 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  260  248  255  236  253  246  229  232  3.852722 0.870161 SUCCESS   0
000000011  230  254  251  211  246  225  216  253 11.356925 0.182284 SUCCESS   1
000000101  236  252  240  250  249  250  232  243  1.635884 0.990215 SUCCESS   2
000000111  231  235  240  256  247  209  231  226  9.135851 0.330966 SUCCESS   3
000001001  262  207  282  249  237  239  256  263 15.804370 0.045267 SUCCESS   4
000001011  238  242  234  237  240  239  250  240  1.229164 0.996345 SUCCESS   5
000001101  231  259  228  229  244  226  240  237  5.417113 0.712205 SUCCESS   6
000001111  245  242  250  229  232  232  231  220  5.579166 0.694254 SUCCESS   7
000010001  241  252  270  212  232  250  249  243  8.388078 0.396508 SUCCESS   8
000010011  227  205  262  255  270  231  240  271 16.280996 0.038530 SUCCESS   9
000010101  245  238  243  249  212  257  237  235  5.910685 0.657236 SUCCESS  10
000010111  250  250  258  247  246  221  230  239  4.380188 0.821297 SUCCESS  11
000011001  233  240  235  263  229  243  243  259  4.375951 0.821712 SUCCESS  12
000011011  261  273  227  252  254  222  221  255 11.497795 0.175056 SUCCESS  13
000011101  234  243  228  220  247  249  259  235  5.433001 0.710451 SUCCESS  14
000011111  260  278  253  227  226  238  227  242 10.317882 0.243420 SUCCESS  15
000100011  225  246  265  230  265  233  254  256  7.637129 0.469694 SUCCESS  16
000100101  241  215  259  228  229  256  255  241  7.783294 0.454920 SUCCESS  17
000100111  236  216  248  256  245  227  241  239  5.690378 0.681869 SUCCESS  18
000101001  259  246  213  245  245  264  247  253  7.105426 0.525302 SUCCESS  19
000101011  275  249  244  270  244  244  243  242  7.000569 0.536571 SUCCESS  20
000101101  248  255  243  269  242  229  253  241  4.554951 0.803911 SUCCESS  21
000101111  256  255  256  246  258  238  248  245  2.752247 0.948931 SUCCESS  22
000110011  242  279  253  255  231  224  229  236  9.701446 0.286609 SUCCESS  23
000110101  246  235  243  234  245  220  258  258  4.907653 0.767399 SUCCESS  24
000110111  242  250  231  238  227  258  223  243  5.008274 0.756691 SUCCESS  25
000111001  272  248  248  253  237  242  228  222  7.162621 0.519193 SUCCESS  26
000111011  244  265  206  249  253  227  268  250 12.242390 0.140712 SUCCESS  27
000111101  236  216  229  244  244  251  241  250  4.988150 0.758842 SUCCESS  28
000111111  242  244  214  255  234  232  223  228  8.414558 0.394057 SUCCESS  29
001000011  228  236  232  253  252  231  231  246  4.075148 0.850280 SUCCESS  30
001000101  290  273  254  237  235  234  256  258 15.276905 0.053980 SUCCESS  31
001000111  266  253  270  241  253  250  264  246  7.407289 0.493393 SUCCESS  32
001001011  223  223  258  233  239  241  253  233  6.132051 0.632443 SUCCESS  33
001001101  232  217  248  236  259  248  249  237  5.400166 0.714074 SUCCESS  34
001001111  228  238  247  248  247  236  262  214  6.872409 0.550459 SUCCESS  35
001010011  229  236  219  237  216  258  236  242  8.604149 0.376781 SUCCESS  36
001010101  229  240  251  242  218  275  252  250  8.599912 0.377162 SUCCESS  37
001010111  285  250  252  247  245  238  223  250  9.721571 0.285114 SUCCESS  38
001011011  242  238  234  279  239  239  257  236  6.969853 0.539889 SUCCESS  39
001011101  230  240  240  214  233  246  208  247 10.937495 0.205266 SUCCESS  40
001011111  255  215  275  232  252  230  262  241 11.259482 0.187426 SUCCESS  41
001100101  240  253  239  242  247  259  265  270  6.191365 0.625806 SUCCESS  42
001100111  239  253  251  251  243  213  233  226  6.871350 0.550575 SUCCESS  43
001101011  255  255  262  242  253  210  250  254  8.201665 0.414023 SUCCESS  44
001101101  268  251  232  226  285  252  250  236 12.397028 0.134349 SUCCESS  45
001101111  246  256  225  244  243  229  241  225  4.727595 0.786255 SUCCESS  46
001110101  246  249  254  253  239  268  250  253  3.868610 0.868779 SUCCESS  47
001110111  244  251  221  256  220  221  227  235  9.390051 0.310467 SUCCESS  48
001111011  238  212  248  247  232  255  240  253  6.159590 0.629361 SUCCESS  49
001111101  253  274  240  243  241  254  244  239  4.758311 0.783068 SUCCESS  50
001111111  235  226  245  274  221  231  228  242  9.645310 0.290808 SUCCESS  51
010000011  258  255  257  229  246  237  263  225  6.277157 0.616217 SUCCESS  52
010000111  261  248  232  259  233  245  225  268  7.322556 0.502265 SUCCESS  53
010001011  283  276  244  245  222  231  244  218 16.405978 0.036924 SUCCESS  54
010001111  255  246  262  251  262  252  240  261  4.964848 0.761326 SUCCESS  55
010010011  240  246  242  210  237  248  230  232  6.786617 0.559821 SUCCESS  56
010010111  247  241  251  230  262  271  255  240  6.108750 0.635052 SUCCESS  57
010011011  261  234  241  239  253  264  232  244  4.423614 0.817026 SUCCESS  58
010011111  240  263  246  235  234  251  237  225  4.348413 0.824400 SUCCESS  59
010100011  228  236  243  235  257  256  209  269 10.887714 0.208143 SUCCESS  60
010100111  217  235  241  242  228  271  254  225  9.654843 0.290092 SUCCESS  61
010101011  237  255  244  235  220  262  258  249  5.804768 0.669090 SUCCESS  62
010101111  239  247  247  245  235  244  222  247  2.646330 0.954558 SUCCESS  63
010110011  249  266  267  254  260  240  260  255  7.466603 0.487225 SUCCESS  64
010110111  251  262  263  275  228  252  260  237  9.749109 0.283079 SUCCESS  65
010111011  215  245  238  232  273  248  222  246 10.063682 0.260585 SUCCESS  66
010111111  266  241  257  242  250  263  251  259  5.583402 0.693783 SUCCESS  67
011000111  260  228  211  263  259  245  248  238  9.490672 0.302607 SUCCESS  68
011001111  230  247  247  244  249  217  234  237  4.782672 0.780532 SUCCESS  69
011010111  240  259  236  247  263  222  252  256  5.767698 0.673235 SUCCESS  70
011011111  240  250  228  225  248  241  257  230  4.522116 0.807216 SUCCESS  71
011101111  232  254  242  249  225  250  235  243  3.209808 0.920509 SUCCESS  72
011111111  242  245  256  265  246  236  259  232  4.320875 0.827075 SUCCESS  73
100000000  260  248  255  236  253  246  229  232  3.852722 0.870161 SUCCESS  74
100010000  217  232  244  247  229  251  253  261  6.484754 0.593099 SUCCESS  75
100100000  245  224  272  248  244  256  239  240  5.855609 0.663402 SUCCESS  76
100101000  266  259  243  241  243  284  214  265 15.444253 0.051061 SUCCESS  77
100110000  219  247  231  249  253  232  260  253  5.897975 0.658659 SUCCESS  78
100111000  245  231  224  261  256  275  222  222 12.439395 0.132649 SUCCESS  79
101000000  234  257  269  229  247  222  228  239  8.049145 0.428684 SUCCESS  80
101000100  220  248  246  259  250  262  260  229  7.018575 0.534630 SUCCESS  81
101001000  246  236  258  228  239  252  248  245  2.652685 0.954230 SUCCESS  82
101001100  236  229  245  222  232  240  222  247  6.129933 0.632680 SUCCESS  83
101010000  262  263  263  241  231  233  246  240  5.754988 0.674655 SUCCESS  84
101010100  238  230  224  261  223  254  232  252  7.116018 0.524169 SUCCESS  85
101011000  256  253  239  256  234  245  280  249  7.630774 0.470342 SUCCESS  86
101011100  263  261  247  246  244  257  244  239  3.579457 0.892936 SUCCESS  87
101100000  257  227  246  235  249  240  275  241  6.565251 0.584179 SUCCESS  88
101100100  251  241  256  231  247  224  238  255  3.979823 0.858939 SUCCESS  89
101101000  244  221  239  245  244  245  226  262  5.129019 0.743702 SUCCESS  90
101101100  265  226  234  258  247  247  251  224  6.474162 0.594275 SUCCESS  91
101110000  239  256  241  234  233  251  233  265  4.279567 0.831060 SUCCESS  92
101110100  262  219  261  236  217  239  189  233 22.141371 0.004661 FAILURE  93
101111000  247  246  260  250  245  224  252  231  3.975586 0.859319 SUCCESS  94
101111100  222  244  233  259  265  222  238  261  8.821278 0.357596 SUCCESS  95
110000000  248  227  232  226  243  228  265  242  6.293045 0.614443 SUCCESS  96
110000010  222  225  248  263  248  245  246  272  8.570255 0.379834 SUCCESS  97
110000100  256  249  231  226  269  246  245  242  5.478545 0.705416 SUCCESS  98
110001000  251  246  242  262  236  230  240  254  3.198157 0.921313 SUCCESS  99
110001010  251  255  247  248  270  260  239  237  5.030517 0.754310 SUCCESS 100
110010000  238  207  265  260  239  245  256  240  9.696150 0.287003 SUCCESS 101
110010010  240  278  264  208  240  252  209  276 22.002620 0.004911 FAILURE 102
110010100  254  280  259  275  227  265  216  219 19.956308 0.010503 SUCCESS 103
110011000  244  251  217  252  240  222  257  250  6.574783 0.583125 SUCCESS 104
110011010  230  249  258  232  235  214  245  241  6.626683 0.577393 SUCCESS 105
110100000  232  250  264  213  233  205  260  223 16.515072 0.035574 SUCCESS 106
110100010  258  241  247  251  229  249  240  219  4.908713 0.767287 SUCCESS 107
110100100  239  242  233  210  224  241  251  249  7.646661 0.468723 SUCCESS 108
110101000  226  237  265  239  270  243  241  239  6.558896 0.584883 SUCCESS 109
110101010  246  245  217  254  225  241  238  251  5.498669 0.703187 SUCCESS 110
110101100  270  242  260  247  231  223  267  233  9.320146 0.316013 SUCCESS 111
110110000  270  247  264  231  267  269  261  225 12.869417 0.116422 SUCCESS 112
110110010  235  249  262  239  269  248  241  245  4.648157 0.794434 SUCCESS 113
110110100  263  228  236  244  261  234  244  260  5.599290 0.692016 SUCCESS 114
110111000  253  237  219  268  233  250  239  256  7.017515 0.534744 SUCCESS 115
110111010  258  236  249  273  206  268  206  246 19.474386 0.012518 SUCCESS 116
110111100  250  256  237  258  242  233  246  250  2.478982 0.962704 SUCCESS 117
111000000  252  235  234  239  217  230  240  241  5.237055 0.731965 SUCCESS 118
111000010  253  271  233  237  253  224  245  233  6.710357 0.568181 SUCCESS 119
111000100  256  238  230  258  240  252  231  219  6.156412 0.629716 SUCCESS 120
111000110  251  266  261  275  243  233  256  246  8.614740 0.375830 SUCCESS 121
111001000  239  232  242  264  245  246  258  243  3.265944 0.916577 SUCCESS 122
111001010  253  269  270  260  229  255  243  255  8.836106 0.356310 SUCCESS 123
111001100  259  257  224  227  245  230  238  230  6.450861 0.596863 SUCCESS 124
111010000  232  238  247  238  223  220  224  252  7.310905 0.503490 SUCCESS 125
111010010  233  259  238  216  233  263  231  236  8.015251 0.431982 SUCCESS 126
111010100  250  236  247  252  248  249  250  242  1.053342 0.997888 SUCCESS 127
111010110  244  246  252  254  233  234  244  245  1.652831 0.989870 SUCCESS 128
111011000  244  229  257  235  276  271  278  250 14.396737 0.071993 SUCCESS 129
111011010  255  224  235  248  255  231  240  261  5.142789 0.742211 SUCCESS 130
111011100  234  241  203  252  261  252  238  253  9.865617 0.274585 SUCCESS 131
111100000  250  234  257  246  232  209  229  237  8.331943 0.401735 SUCCESS 132
111100010  261  251  250  251  255  220  243  242  4.744542 0.784498 SUCCESS 133
